url
http://j.mp/2pvGAGQ
https://buff.ly/2pbSXrp
https://buff.ly/2HzoBG1
http://politi.co/2IlyLvf
http://cnb.cx/2HvsSKw
https://buff.ly/2IpFMep
https://clark.com/personal-finance-credit/former-equifax-exec-charged-with-insider-trading-linked-to-data-breach/
https://josephsteinberg.com/sec-charges-former-equifax-cio-with-insider-trading-related-to-massive-data-breach/
https://www.finextra.com/newsarticle/31820/former-equifax-cio-charged-with-insider-trading?utm_medium=newsflash&utm_source=2018-3-15&member=87147
http://cnet.co/2HBPWYd
http://ow.ly/RIDL30iTJGw
https://buff.ly/2tCfHp5
http://zd.net/2HzcyZq
http://bit.ly/2GhamGE 
https://www.wsj.com/articles/free-credit-freezes-coming-for-all-u-s-consumers-1520505001
https://buff.ly/2Hj4FqN
http://bit.ly/2IahULE
http://on.wsj.com/2tn83iw
http://ow.ly/ckBa30iPmSh 
http://bit.ly/2FCdyOX 
http://bit.ly/2FhpztY 
https://buff.ly/2F2jT2H
https://buff.ly/2oMC0Ut
https://www.wired.com/story/equifax-found-millions-more-people-affected-2017-breach/?mbid=social_twitter_onsiteshare
https://buff.ly/2oKQ8xl
http://n.pr/2taUIcG
https://buff.ly/2FcYAeZ
http://bit.ly/2CXaPdN 
http://on.wsj.com/2FQdtVG 
http://fxn.ws/2HVQWHw
https://buff.ly/2F8cqz6
http://reut.rs/2F6W89S
https://buff.ly/2tcaTqt
http://bit.ly/2FjCpXW
http://bit.ly/2oDK9uh
http://bit.ly/2F7tm90 
http://bit.ly/2GUBLx9
 https://buff.ly/2FLimPV 
https://goo.gl/CKzoNb
https://buff.ly/2FM60Xw 
 http://nbcnews.to/2F36ED1
